uuid,file_name,file_path,file_type,evidence_category,category,subject,file_size_bytes,confidence_score,location_path
doc-0914,gge24.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\01-Preliminary Documents & Research\Zoning\gge24.pdf",PDF,document,Permits/Approvals,gge24,32807,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\01-Preliminary Documents & Research\Zoning"
doc-0915,Location Map.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\01-Preliminary Documents & Research\Zoning\Location Map.jpg",IMAGE,other,Permits/Approvals,Location Map,97168,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\01-Preliminary Documents & Research\Zoning"
doc-0916,Zoning Map.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\01-Preliminary Documents & Research\Zoning\Zoning Map.jpg",IMAGE,other,Permits/Approvals,Zoning Map,80720,75,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\01-Preliminary Documents & Research\Zoning"
doc-0917,6075 English Oaks Lane.0024.rvt,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\6075 English Oaks Lane.0024.rvt",RVT,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,97644544,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files"
doc-0918,6075 English Oaks Lane.rvt,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\6075 English Oaks Lane.rvt",RVT,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,97685504,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files"
doc-0919,6075 English Oaks_0512.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Archive\6075 English Oaks_0512.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,2336039,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Archive"
doc-0920,6075 English Oaks Lane_07_07_21.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADS from Owner\6075 English Oaks Lane_07_07_21.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,6331327,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADS from Owner"
doc-0921,S-DETAILS NAPLES AW.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADs Structural\S-DETAILS NAPLES AW.bak",OTHER,design_file,Design Files (DWG/CAD),S DETAILS NAPLES AW,677607,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADs Structural"
doc-0922,S-Details Naples.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADs Structural\S-Details Naples.pdf",PDF,design_file,Design Files (DWG/CAD),S Details Naples,1205287,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADs Structural"
doc-0923,S-PLANS NAPLES-PH1 AW.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADs Structural\S-PLANS NAPLES-PH1 AW.bak",OTHER,design_file,Design Files (DWG/CAD),S PLANS NAPLES PH1 AW,1696703,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADs Structural"
doc-0924,S-PLANS NAPLES-PH1 AW.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADs Structural\S-PLANS NAPLES-PH1 AW.dwg",DWG,design_file,Design Files (DWG/CAD),S PLANS NAPLES PH1 AW,1709810,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\CADs Structural"
doc-0925,Electrical Load Calc - Residential w Elev.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules\Electrical Load Calc - Residential w Elev.pdf",PDF,design_file,Design Files (DWG/CAD),Electrical Load Calc   Residential w Elev,43637,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules"
doc-0926,Electrical Load Calc - Residential w Elev.xlsx,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules\Electrical Load Calc - Residential w Elev.xlsx",XLSX,design_file,Design Files (DWG/CAD),Electrical Load Calc   Residential w Elev,19856,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules"
doc-0927,Electrical Load Calc - Residential.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules\Electrical Load Calc - Residential.pdf",PDF,design_file,Design Files (DWG/CAD),Electrical Load Calc   Residential,43637,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules"
doc-0928,"Plumbing Schedules - WSFU, DFU Calculations.pdf","\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules\Plumbing Schedules - WSFU, DFU Calculations.pdf",PDF,design_file,Design Files (DWG/CAD),"Plumbing Schedules   WSFU, DFU Calculations",26760,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules"
doc-0929,"Plumbing Schedules - WSFU, DFU Calculations.xlsx","\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules\Plumbing Schedules - WSFU, DFU Calculations.xlsx",XLSX,design_file,Design Files (DWG/CAD),"Plumbing Schedules   WSFU, DFU Calculations",13704,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Schedules"
doc-0930,Details-Wall Types.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views\Details-Wall Types.dwg",DWG,design_file,Design Files (DWG/CAD),Details Wall Types,318125,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views"
doc-0931,Electrical Riser Diagram.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views\Electrical Riser Diagram.dwg",DWG,design_file,Design Files (DWG/CAD),Electrical Riser Diagram,274109,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views"
doc-0932,Flood Elevation Map.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views\Flood Elevation Map.jpg",IMAGE,design_file,Design Files (DWG/CAD),Flood Elevation Map,416150,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views"
doc-0933,Location Map.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views\Location Map.jpg",IMAGE,design_file,Design Files (DWG/CAD),Location Map,120867,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views"
doc-0934,Plumbing Sanitary Riser.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views\Plumbing Sanitary Riser.dwg",DWG,design_file,Design Files (DWG/CAD),Plumbing Sanitary Riser,152079,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views"
doc-0935,Plumbing Supply Riser.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views\Plumbing Supply Riser.dwg",DWG,design_file,Design Files (DWG/CAD),Plumbing Supply Riser,98559,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views"
doc-0936,Thumbs.db,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views\Thumbs.db",OTHER,design_file,Design Files (DWG/CAD),Thumbs,30208,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\Drawing Files\Views"
doc-0937,6075 English Oaks Lane - Permit Checkset.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS\2021-10-29 Permit Checkset\6075 English Oaks Lane - Permit Checkset.pdf",PDF,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,13061365,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS\2021-10-29 Permit Checkset"
doc-0938,6075_English_Oaks_Lane_A0.2.pdf,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS\2021-10-29 Permit Checkset\6075_English_Oaks_Lane_A0.2.pdf",PDF,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,1450873,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS\2021-10-29 Permit Checkset"
doc-0939,Border.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set\Border.bak",OTHER,design_file,Design Files (DWG/CAD),Border,31758,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set"
doc-0940,Border.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set\Border.dwg",DWG,design_file,Design Files (DWG/CAD),Border,31980,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set"
doc-0941,S-DETAILS NAPLES AW.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set\S-DETAILS NAPLES AW.bak",OTHER,design_file,Design Files (DWG/CAD),S DETAILS NAPLES AW,673592,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set"
doc-0942,S-PLANS NAPLES-PH1 AW 90%.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set\S-PLANS NAPLES-PH1 AW 90%.bak",OTHER,design_file,Design Files (DWG/CAD),S PLANS NAPLES PH1 AW 90%,1697526,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set"
doc-0943,S-PLANS NAPLES-PH1.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set\S-PLANS NAPLES-PH1.bak",OTHER,design_file,Design Files (DWG/CAD),S PLANS NAPLES PH1,1620844,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set"
doc-0944,S-PLANS NAPLES-PH1.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set\S-PLANS NAPLES-PH1.dwg",DWG,design_file,Design Files (DWG/CAD),S PLANS NAPLES PH1,1668610,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\PDFS - From Consultants\2021-07-25 Progress Set"
doc-0945,model_6.23.21 (Sample).rvt,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\model_6.23.21 (Sample).rvt",RVT,design_file,Design Files (DWG/CAD),model 6.23.21 (Sample),42184704,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS"
doc-0946,Naples2_07212021.rvt,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\Naples2_07212021.rvt",RVT,design_file,Design Files (DWG/CAD),Naples2 07212021,37498880,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS"
doc-0947,Naples2_07212021_Render.rvt,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\Naples2_07212021_Render.rvt",RVT,design_file,Design Files (DWG/CAD),Naples2 07212021 Render,36184064,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS"
doc-0948,RENDER_model (Sample).rvt,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\RENDER_model (Sample).rvt",RVT,design_file,Design Files (DWG/CAD),RENDER model (Sample),41570304,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS"
doc-0949,Naples2_072321_01.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\072321\Naples2_072321_01.jpg",IMAGE,design_file,Design Files (DWG/CAD),Naples2 072321 01,2003093,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\072321"
doc-0950,Naples2_072321_03.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\072321\Naples2_072321_03.jpg",IMAGE,design_file,Design Files (DWG/CAD),Naples2 072321 03,1617999,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\072321"
doc-0951,Naples2_072321_04.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\072321\Naples2_072321_04.jpg",IMAGE,design_file,Design Files (DWG/CAD),Naples2 072321 04,1638595,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\072321"
doc-0952,Thumbs.db,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\072321\Thumbs.db",OTHER,design_file,Design Files (DWG/CAD),Thumbs,16384,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\6075 English Oaks - Naples 2, 2021 Initial Permit\02-Drawings\RENDERS\072321"
doc-0953,415018_Daniel_Garcia-Deerey_072925_Vol 03.ptx,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03.ptx,OTHER,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03,116182,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0954,415018_Daniel_Garcia-Deerey_072925_Vol 03.txt,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03.txt,TXT,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03,284420,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0955,415018_Daniel_Garcia-Deerey_072925_Vol 03.xmef,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03.xmef,OTHER,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03,40883703,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0956,415018_Daniel_Garcia-Deerey_072925_Vol 03_Full.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03_Full.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03 Full,856499,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0957,415018_Daniel_Garcia-Deerey_072925_Vol 03_Full_exh.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03_Full_exh.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03 Full exh,71872081,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0958,415018_Daniel_Garcia-Deerey_072925_Vol 03_Mini.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 03_Mini.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 03 Mini,719850,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0959,415018_Daniel_Garcia-Deerey_072925_Vol 04.ptx,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04.ptx,OTHER,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04,104454,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0960,415018_Daniel_Garcia-Deerey_072925_Vol 04.txt,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04.txt,TXT,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04,252709,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0961,415018_Daniel_Garcia-Deerey_072925_Vol 04.xmef,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04.xmef,OTHER,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04,12401834,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0962,415018_Daniel_Garcia-Deerey_072925_Vol 04_Full.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04_Full.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04 Full,770162,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0963,415018_Daniel_Garcia-Deerey_072925_Vol 04_Full_exh.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04_Full_exh.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04 Full exh,13133653,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0964,415018_Daniel_Garcia-Deerey_072925_Vol 04_Mini.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\415018_Daniel_Garcia-Deerey_072925_Vol 04_Mini.pdf,PDF,deposition,Deposition/Transcript,415018 Daniel Garcia Deerey 072925 Vol 04 Mini,652110,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0965,Deposition Insights 415018 458761 Daniel Scott Garcia-Deerey (Vol.03).pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\Deposition Insights 415018 458761 Daniel Scott Garcia-Deerey (Vol.03).pdf,PDF,deposition,Deposition/Transcript,Deposition Transcript,4097003,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0966,Deposition Insights 415018 458762 Daniel Scott Garcia-Deerey (Vol.04).pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\Deposition Insights 415018 458762 Daniel Scott Garcia-Deerey (Vol.04).pdf,PDF,deposition,Deposition/Transcript,Deposition Transcript,3604268,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25
doc-0967,415018DGarcia-Deerey072925 Ex 055.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 055.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 055,34971739,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
doc-0968,415018DGarcia-Deerey072925 Ex 058.pdf,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits\415018DGarcia-Deerey072925 Ex 058.pdf,PDF,deposition,Deposition/Transcript,415018DGarcia Deerey072925 Ex 058,235528,95,\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Danny Garcia Transcript and Exhibits 7.29.25\Exhibits
